Company,Ticker,Country,Rating 1-5 (1=Best),Market Cap,Industry
"Lundin Mining Corp.","LUNMF","Canada","2","Large","Precious Metals"
"Southwest Airlines Co","LUV","United States","3","Large","Airlines/Air Freight"
"Lulu's Fashion Lounge Holdings Inc.","LVLU","United States","4","Small","Retail - Apparel and Accessories"
"LVMH Moet Hennessy Louis Vuitton SA","LVMUY","France","2","Large","Retail - Specialty"
"LiveOne Inc.","LVO","United States","4","Small","Entertainment"
"LiveVox Holdings Inc.","LVOX","United States","5","Small","Miscellaneous"
"Las Vegas Sands Corp.","LVS","United States","2","Large","Hotels, Restaurants & Travel"
"LiveWire Group, Inc.","LVWR","United States","4","Mid","Autos- Manufacturing"
"Lamb Weston Holdings Inc.","LW","United States","1","Large","Food"
"Lifeway Foods Inc.","LWAY","United States","3","Small","Food"
"Luxfer Holdings Plc","LXFR","United Kingdom","2","Small","Industrial Machinery & Equipment"
"LXP Industrial Trust","LXP","United States","3","Mid","REITs"
"LSB Industries Inc.","LXU","United States","3","Small","Specialty Chemicals"
"LyondellBasell Industries N.V.","LYB","Netherlands","3","Large","Diversified Chemicals"
"Lyell Immunopharma Inc.","LYEL","United States","5","Small","Pharmaceuticals"
"Lyft Inc","LYFT","United States","3","Mid","Miscellaneous Transportation Services"
"Lloyds Banking Group PLC","LYG","United Kingdom","2","Large","Banking"
"Lyra Therapeutics Inc.","LYRA","United States","5","Small","Pharmaceuticals"
"LSI Industries Inc.","LYTS","United States","2","Small","Electrical Equipment"
"Live Nation Entertainment, Inc.","LYV","United States","2","Large","Entertainment"
"LegalZoom.com Inc.","LZ","United States","3","Mid","IT Services"
"La-Z-Boy Inc.","LZB","United States","2","Mid","Furniture"
"Macy's Inc.","M","United States","3","Mid","Retail - General Merchandise/Department Stores"
"MasterCard Inc.","MA","United States","3","Large","Business Services"
"Mid-America Apartment Communities Inc.","MAA","United States","3","Large","REITs"
"Macerich Co.","MAC","United States","3","Mid","REITs"
"Mag Silver Corp.","MAG","Canada","3","Mid","Precious Metals"
"Main Street Capital Corp.","MAIN","United States","1","Mid","Holding and other Investment Offices"
"Marks & Spencer Group PLC","MAKSY","United Kingdom","1","Large","Retail - Food & Beverage, Drug & Tobacco"
"ManpowerGroup","MAN","United States","3","Mid","Business Services"
"Manhattan Associates Inc.","MANH","United States","2","Large","Internet & Software"
"WM Technology Inc.","MAPS","United States","4","Small","Miscellaneous"
"Marriott International Inc.","MAR","United States","3","Large","Hotels, Restaurants & Travel"
"Marathon Digital Holdings Inc.","MARA","United States","3","Mid","Internet & Software"
"Masco Corp.","MAS","United States","2","Large","Metal Products"
"Masimo Corp.","MASI","United States","3","Large","Medical Instruments & Equipment"
"908 Devices Inc.","MASS","United States","4","Small","Electronic Instruments & Related Products"
"Mattel Inc.","MAT","United States","2","Large","Leisure Equipment"
"Mativ Inc.","MATV","United States","3","Small","Paper & Forest Products"
"Matthews International Corp.","MATW","United States","1","Mid","Business Services"
"Matson Inc.","MATX","United States","2","Mid","Shipping"
"MediaAlpha Inc.","MAX","United States","3","Small","General Insurance"
"Maxeon Solar Technologies Ltd.","MAXN","Singapore","3","Small","Semiconductors"
"MasterBrand Inc.","MBC","United States","2","Mid","Retail - Furniture & Home Furnishings"
"Middlefield Banc Corp.","MBCN","United States","3","Small","Banking"
"Mercedes-Benz Group AG","MBGAF","Germany","1","Large","Autos- Manufacturing"
"MBIA Inc.","MBI","United States","5","Small","General Insurance"
"Merchants Bancorp (Indiana)","MBIN","United States","1","Mid","Banking"
"Mobileye Global Inc.","MBLY","United States","3","Mid","Internet & Software"
"Malibu Boats Inc","MBUU","United States","2","Mid","Leisure Equipment"
"Mercantile Bank Corp.","MBWM","United States","2","Small","Banking"
"Moelis & Co","MC","United States","3","Mid","Finance Intermediaries & Services"
"Metropolitan Bank Holding Corp","MCB","United States","3","Small","Banking"
"Macatawa Bank Corp.","MCBC","United States","3","Small","Banking"
"Madison County Financial Inc","MCBK","United States","3","Small","Banking"
"MetroCity Bankshares Inc.","MCBS","United States","3","Small","Banking"
"McDonald's Corp.","MCD","United States","2","Large","Hotels, Restaurants & Travel"
"Mastercraft Boat Holdings Inc.","MCFT","United States","2","Small","Leisure Equipment"
"Microchip Technology Inc.","MCHP","United States","3","Large","Semiconductors"
"Marchex Inc.","MCHX","United States","3","Small","Business Services"
"McKesson Corp.","MCK","United States","2","Large","Pharmaceuticals"
"Moody's Corp.","MCO","United States","2","Large","Business Services"
"Seres Therapeutics Inc","MCRB","United States","3","Small","Pharmaceuticals"
"Monarch Casino & Resort Inc.","MCRI","United States","3","Mid","Hotels, Restaurants & Travel"
"Marcus Corp.","MCS","United States","3","Small","Entertainment"
"Mister Car Wash Inc.","MCW","United States","3","Mid","Services"
"Mercury General Corp.","MCY","United States","3","Mid","General Insurance"
"Pediatrix Medical Group Inc.","MD","United States","3","Mid","Diagnostic & Health Related Services"
"MongoDB Inc","MDB","United States","2","Large","Internet & Software"
"M.D.C. Holdings Inc.","MDC","United States","1","Mid","Builders"
"Madrigal Pharmaceuticals Corp.","MDGL","United States","3","Mid","Pharmaceuticals"
"Mondelez International Inc.","MDLZ","United States","1","Large","Food"
"Veradigm Inc.","MDRX","United States","3","Mid","IT Services"
"Medtronic PLC","MDT","Ireland","2","Large","Medical Instruments & Equipment"
"MDU Resources Group Inc.","MDU","United States","3","Mid","Electric Utilities"
"Modiv Industrial Inc.","MDV","United States","3","Small","REITs"
"Midwest Holding Inc.","MDWT","United States","3","Small","Life & Health"
"MiMedx Group Inc","MDXG","United States","3","Small","Biotechnology"
"23andMe Holding Co.","ME","","4","Small","Diagnostic & Health Related Services"
"Mayville Engineering Company Inc","MEC","United States","3","Small","Industrial Machinery & Equipment"
"Medifast Inc.","MED","United States","3","Small","Household & Personal Products"
"Medpace Holdings Inc","MEDP","United States","3","Large","Biotechnology"
"Montrose Environmental Group Inc.","MEG","United States","3","Mid","Sanitation Services"
"Methode Electronics Inc.","MEI","United States","3","Mid","Electrical Equipment"
"Mercadolibre Inc.","MELI","United States","3","Large","Internet & Software"
"Methanex Corp.","MEOH","Canada","3","Mid","Specialty Chemicals"
"Mercer International Inc.","MERC","United States","5","Small","Paper & Forest Products"
"Mesa Air Group Inc","MESA","United States","4","Small","Airlines/Air Freight"
"MetLife Inc.","MET","United States","3","Large","Life & Health"
"Meta Platforms Inc.","META","United States","1","Large","Entertainment"
"Ramaco Resources Inc","METC","United States","3","Small","Mining"
"MFA Financial, Inc.","MFA","United States","3","Mid","REITs"
"Manulife Financial Corp.","MFC","Canada","1","Large","Life & Health"
"Mizuho Financial Group Inc","MFG","Japan","1","Large","Banking"
"Midcap Financial Corp.","MFIC","United States","2","Small","Holding and other Investment Offices"
"Medallion Financial Corp.","MFIN","United States","2","Small","Credit & Lending"
"MISTRAS Group Inc.","MG","United States","3","Small","Business Services"
"Magna International Inc.","MGA","Canada","1","Large","Auto Parts"
"Michelin Compagnie Generale Des Etablissements Michelin","MGDDY","France","1","Large","Auto Parts"
"MGE Energy Inc.","MGEE","United States","3","Mid","Electric Utilities"
"Magic Software Enterprises Ltd.","MGIC","Israel","3","Small","Internet & Software"
"MGM Resorts International","MGM","United States","2","Large","Hotels, Restaurants & Travel"
"Magnite Inc.","MGNI","United States","3","Mid","Advertising"
"MacroGenics, Inc","MGNX","United States","4","Small","Pharmaceuticals"
"MGP Ingredients Inc.","MGPI","United States","2","Mid","Food"
"McGrath RentCorp","MGRC","United States","3","Mid","Business Services"
"Magnolia Oil & Gas Corp","MGY","United States","3","Mid","Production & Extraction"
"Magyar Bancorp Inc.","MGYR","United States","3","Small","Credit & Lending"
"Mastech Digital Inc.","MHH","United States","4","Small","Business Services"
"Mohawk Industries Inc.","MHK","United States","3","Large","Construction Materials"
"M/I Schottenstein Homes Inc.","MHO","United States","1","Mid","Builders"
"Middleby Corp.","MIDD","United States","3","Large","Industrial Machinery & Equipment"
"Mirion Technologies Inc.","MIR","United States","3","Mid","Electronic Instruments & Related Products"
"Miromatrix Medical Inc.","MIRO","United States","3","Small","Biotechnology"
"Mitsubishi Estate Co., Ltd.","MITEY","Japan","3","Large","Property, Real Estate & Development"
"Mitek Systems, Inc.","MITK","United States","3","Small","Internet & Software"
"Mitsui & Co., Ltd.","MITSY","Japan","2","Large","Mining"
"AG Mortgage Investment Trust","MITT","United States","3","Small","REITs"
"McCormick & Co. Inc.","MKC","United States","3","Large","Food"
"Markforged  Holding Corp.","MKFG","","4","Small","Miscellaneous"
"Merck KGaA","MKKGY","Germany","3","Large","Pharmaceuticals"
"Markel Corp.","MKL","United States","3","Large","General Insurance"
"MKS Instruments Inc.","MKSI","United States","2","Large","Semiconductors"
"MarketWise Inc.","MKTW","","3","Small","Miscellaneous"
"MarketAxess Holdings Inc.","MKTX","United States","3","Large","Finance Intermediaries & Services"
"MoneyLion Inc.","ML","United States","4","Small","Credit & Lending"
"Mesa Laboratories Inc.","MLAB","United States","4","Small","Medical Instruments & Equipment"
"Melco Resorts & Entertainment Ltd.","MLCO","","2","Mid","Hotels, Restaurants & Travel"
"Mueller Industries Inc.","MLI","United States","2","Mid","Industrial Machinery & Equipment"
"MillerKnoll Inc.","MLKN","United States","3","Mid","Office Equipment & Furniture"
"Martin Marietta Materials Inc.","MLM","United States","1","Large","Construction Materials"
"MeridianLink Inc.","MLNK","United States","4","Mid","Internet & Software"
"Miller Industries Inc.","MLR","United States","1","Small","Auto Parts"
"Marsh & McLennan Cos. Inc.","MMC","United States","2","Large","Brokers & Intermediaries"
"Marcus & Millichap Inc","MMI","United States","3","Mid","Property, Real Estate & Development"
"Martin Midstream Partners L.P.","MMLP","United States","5","Small","Equipment & Services"
"3M Co","MMM","United States","2","Large","Medical Instruments & Equipment"
"Magellan Midstream Partners L.P.","MMP","United States","2","Large","Equipment & Services"
"Maximus Inc.","MMS","United States","3","Mid","Business Services"
"Merit Medical Systems Inc.","MMSI","United States","3","Mid","Medical Instruments & Equipment"
"Mind Medicine Inc.","MNMD","Canada","5","Small","Pharmaceuticals"
"Monopar Therapeutics Inc.","MNPR","United States","3","Small","Biotechnology"
"Monro Inc.","MNRO","United States","3","Mid","Miscellaneous Consumer Services"
"MainStreet Bancshares Inc","MNSB","United States","3","Small","Banking"
"Monster Beverage Corp.","MNST","United States","3","Large","Beverages"
"Montauk Renewables Inc.","MNTK","United States","4","Mid","Electric Utilities"
"Manitex International Inc.","MNTX","United States","4","Small","Industrial Machinery & Equipment"
"Altria Group Inc.","MO","United States","2","Large","Tobacco Products"
"Modine Manufacturing Co","MOD","United States","1","Mid","Auto Parts"
"TOPGOLF CALLAWAY BRANDS CORP","MODG","United States","3","Mid","Leisure Equipment"
"Model N, Inc","MODN","United States","1","Mid","IT Services"
"Modivcare Inc.","MODV","United States","3","Small","Diagnostic & Health Related Services"
"Midwest One Financial Group Inc.","MOFG","United States","4","Small","Banking"
"Moog Inc.","MOG.A","United States","3","Mid","Industrial Machinery & Equipment"
"Molina Healthcare Inc.","MOH","United States","2","Large","Diagnostic & Health Related Services"
"Mondee Holdings Inc.","MOND","","3","Small","Miscellaneous"
"Morphic Holding Inc.","MORF","United States","4","Mid","Pharmaceuticals"
"Morningstar Inc.","MORN","United States","3","Large","Finance Intermediaries & Services"
"Mosaic Co","MOS","United States","3","Large","Agricultural Chemicals"
"Movado Group Inc.","MOV","United States","3","Small","Miscellaneous Consumer Goods"
"MP Materials Corp.","MP","United States","3","Mid","Mining"
"Motorcar Parts of America Inc.","MPAA","United States","3","Small","Auto Parts"
"Mid Penn Bancorp Inc.","MPB","United States","2","Small","Banking"
"Marathon Petroleum Corp.","MPC","United States","2","Large","Refining & Marketing"
"MultiPlan Corp.","MPLN","United States","3","Mid","Business Services"
"MPLX LP","MPLX","United States","2","Large","Equipment & Services"
"Meituan","MPNGY","","3","Large","Services"
"Medical Properties Trust Inc.","MPW","United States","4","Mid","REITs"
"Monolithic Power Systems Inc.","MPWR","United States","3","Large","Semiconductors"
"Marine Products Corp.","MPX","United States","1","Small","Leisure Equipment"
"Marqeta Inc.","MQ","United States","5","Mid","IT Services"
"Murata Manufacturing Co., Ltd","MRAAY","Japan","1","Large","Electrical Equipment"
"Meridian Corp","MRBK","United States","3","Small","Banking"
"MRC Global Inc","MRC","United States","3","Small","Industrial Machinery & Equipment"
"Monroe Capital Corp","MRCC","United States","3","Small","Holding and other Investment Offices"
"Mercury Systems Inc.","MRCY","United States","4","Mid","Electronic Instruments & Related Products"
"Merck & Co. Inc.","MRK","United States","2","Large","Pharmaceuticals"
"Moderna Inc.","MRNA","United States","3","Large","Biotechnology"
"Marinus Pharmaceuticals Inc","MRNS","United States","3","Small","Pharmaceuticals"
"Marathon Oil Corp.","MRO","United States","3","Large","Production & Extraction"
"Mersana Therapeutics Inc","MRSN","United States","3","Small","Pharmaceuticals"
"Marten Transport Ltd.","MRTN","United States","3","Mid","Trucking"
"Mirati Therapeutics Inc","MRTX","United States","4","Mid","Pharmaceuticals"
"Maravai LifeSciences Holdings Inc.","MRVI","United States","4","Mid","Pharmaceuticals"
"Marvell Technology Inc.","MRVL","United States","3","Large","Semiconductors"
"Morgan Stanley Dean Witter & Co.","MS","United States","3","Large","Finance Intermediaries & Services"
"MSA Safety Inc.","MSA","United States","2","Large","Office Equipment & Furniture"
"Mesabi Trust","MSB","United States","3","Small","Non-Precious Metals"
"Midland States Bancorp Inc.","MSBI","United States","3","Small","Banking"
"MSCI Inc.","MSCI","United States","2","Large","Business Services"
"Middlesex Water Co.","MSEX","United States","3","Mid","Water Utilities"
"Microsoft Corp.","MSFT","United States","3","Large","Internet & Software"
"Madison Square Garden Sports Corp.","MSGS","United States","3","Mid","Sporting & Recreational"
"Motorola Solutions Inc.","MSI","United States","2","Large","Manufacturing"
"MSC Industrial Direct Co. Inc.","MSM","United States","3","Large","Industrial Machinery & Equipment"
"MicroStrategy Inc.","MSTR","United States","3","Mid","Internet & Software"
"ArcelorMittal SA","MT","Luxembourg","1","Large","Non-Precious Metals"
"M & T Bank Corp.","MTB","United States","3","Large","Banking"
"Match Group Inc","MTCH","United States","3","Large","Entertainment"
"Mettler-Toledo International Inc.","MTD","United States","3","Large","Industrial Machinery & Equipment"
"Matador Resources Co","MTDR","United States","3","Large","Production & Extraction"
"Mannatech Inc.","MTEX","United States","4","Small","Miscellaneous Consumer Goods"
"MGIC Investment Corp. (WI)","MTG","United States","2","Mid","Credit & Lending"
"Meritage Corp.","MTH","United States","1","Mid","Builders"
"Vail Resorts Inc.","MTN","United States","3","Large","Sporting & Recreational"
"Materion Corp.","MTRN","United States","3","Mid","Metal Products"
"Matrix Service Co.","MTRX","United States","4","Small","Construction Services"
"MACOM Technology Solutions Holdings Inc.","MTSI","United States","3","Large","Semiconductors"
"Matterport Inc.","MTTR","United States","4","Small","Internet & Software"
"Manitowoc Co. Inc.","MTW","United States","1","Small","Industrial Machinery & Equipment"
"Minerals Technologies Inc.","MTX","United States","3","Mid","Specialty Chemicals"
"MasTec Inc.","MTZ","United States","3","Large","Construction Services"
"Micron Technology Inc.","MU","United States","4","Large","Semiconductors"
"Mitsubishi UFJ Financial Group Inc.","MUFG","Japan","1","Large","Banking"
"Murphy Oil Corp.","MUR","United States","3","Large","Production & Extraction"
"Munich Re Group","MURGY","Germany","2","Large","Life & Health"
"Murphy USA Inc.","MUSA","United States","3","Large","Retail - General Merchandise/Department Stores"
"MVB Financial Corp","MVBF","United States","3","Small","Banking"
"Microvast Holdings Inc.","MVST","United States","4","Small","Electrical Equipment"
"Mueller Water Products Inc.","MWA","United States","3","Mid","Industrial Machinery & Equipment"
"MagnaChip Semiconductor Corp","MX","United States","3","Small","Semiconductors"
"MaxCyte Inc.","MXCT","United States","3","Small","Biotechnology"
"MaxLinear Inc","MXL","United States","3","Mid","Semiconductors"
"Myers Industries Inc.","MYE","United States","3","Small","Plastics"
"First Western Financial Inc","MYFW","United States","4","Small","Banking"
"Myriad Genetics Inc.","MYGN","United States","3","Mid","Biotechnology"
"PLAYSTUDIOS Inc.","MYPS","United States","3","Small","Entertainment"
"MYR Group Inc.","MYRG","United States","3","Mid","Construction Services"
"Magyar Telekom Telecommunications PLC","MYTAY","Hungary","1","Mid","IT Services"
"Mazda Motor Corp. (Japan)","MZDAY","Japan","2","Large","Autos- Manufacturing"
"N-able Inc.","NABL","United States","2","Mid","Internet & Software"
"National Australia Bank Ltd.","NABZY","Australia","3","Large","Banking"
"Natural Alternatives International Inc.","NAII","United States","4","Small","Miscellaneous Consumer Goods"
"The Duckhorn Portfolio Inc.","NAPA","United States","3","Mid","Beverages"
"Inari Medical Inc.","NARI","United States","3","Mid","Medical Instruments & Equipment"
"NASB Financial Inc.","NASB","United States","2","Small","Banking"
"Nordic American Tankers Ltd.","NAT","","3","Small","Miscellaneous Transportation Services"
"Nathan's Famous Inc.","NATH","United States","2","Small","Hotels, Restaurants & Travel"
"National Instruments Corp.","NATI","United States","3","Large","Internet & Software"
"Nature's Sunshine Products Inc.","NATR","United States","3","Small","Pharmaceuticals"
"Nautilus Biotechnology Inc.","NAUT","","4","Small","Miscellaneous"
"Navient Corp.","NAVI","United States","3","Mid","Credit & Lending"
"NioCorp Developments Ltd.","NB","Canada","4","Small","Mining"
"National Bank of Greece S.A.","NBGIF","Greece","2","Large","Banking"
"National Bank Holdings Corp","NBHC","United States","3","Mid","Banking"
"Neurocrine Biosciences Inc.","NBIX","United States","3","Large","Biotechnology"
"Northeast Bank (ME)","NBN","United States","1","Small","Banking"
"Nabors Industries Ltd.","NBR","","5","Mid","Production & Extraction"
"NBT Bancorp. Inc.","NBTB","United States","3","Mid","Banking"
"NACCO Industries Inc.","NC","United States","3","Small","Mining"
"Norwegian Cruise Line Holdings Ltd","NCLH","","2","Large","Hotels, Restaurants & Travel"
"Newcrest Mining Ltd.","NCMGY","Australia","2","Large","Precious Metals"
"nCino Inc.","NCNO","United States","3","Mid","Internet & Software"
"NCR Corp.","NCR","United States","2","Mid","Internet & Software"
"Nasdaq Inc.","NDAQ","United States","3","Large","Finance Intermediaries & Services"
"Noodles & Co.","NDLS","United States","4","Small","Hotels, Restaurants & Travel"
"Nordson Corp.","NDSN","United States","3","Large","Industrial Machinery & Equipment"
"Noble Corp.","NE","United Kingdom","3","Large","Production & Extraction"
"Northeast Community Bancorp Inc.","NECB","United States","3","Small","Banking"
"NextEra Energy Inc.","NEE","United States","3","Large","Electric Utilities"
"Newmont Corp.","NEM","United States","3","Large","Precious Metals"
"NeoGenomics Inc","NEO","United States","3","Mid","Diagnostic & Health Related Services"
"Neogen Corp.","NEOG","United States","3","Mid","Diagnostic & Health Related Services"
"National Energy Services Reunited Corp.","NESR","","3","Small","Equipment & Services"
"Cloudflare Inc.","NET","United States","2","Large","Internet & Software"
"Eneti Inc.","NETI","","3","Small","Shipping"
"NewMarket Corp.","NEU","United States","2","Mid","Specialty Chemicals"
"New Relic Inc","NEWR","United States","3","Large","Internet & Software"
"NewtekOne Inc.","NEWT","United States","3","Small","Business Services"
"Nexa Resources SA","NEXA","Luxembourg","5","Small","Metal Products"
"Northfield Bancorp Inc.","NFBK","United States","3","Small","Banking"
"New Fortress Energy Inc.","NFE","United States","3","Large","Equipment & Services"
"National Fuel Gas Co.","NFG","United States","3","Mid","Gas Utilities"
"Netflix Inc.","NFLX","United States","2","Large","Entertainment"
"NovaGold Resources Inc.","NG","Canada","3","Mid","Precious Metals"
"National Grid PLC","NGG","United Kingdom","3","Large","Electric Utilities"
"Anglo American PLC","NGLOY","United Kingdom","3","Large","Mining"
"NGM Biopharmaceuticals Inc","NGM","United States","3","Small","Pharmaceuticals"
"Natural Gas Services Group Inc.","NGS","United States","4","Small","Equipment & Services"
"Natural Grocers By Vitamin Cottage, Inc.","NGVC","United States","2","Small","Retail - Food & Beverage, Drug & Tobacco"
"Ingevity Corp.","NGVT","United States","3","Mid","Specialty Chemicals"
"National Healthcare Corp.","NHC","United States","3","Mid","Hospitals & Health Care Facilities"
"National Health Investors Inc.","NHI","United States","3","Mid","REITs"
"Natural Health Trends Corp.","NHTC","United States","4","Small","Household & Personal Products"
"Nighthawk Biosciences Inc.","NHWK","United States","4","Small","Biotechnology"
"Norsk Hydro ASA","NHYDY","Norway","2","Large","Non-Precious Metals"
"NiSource Inc.","NI","United States","3","Large","Gas Utilities"
"Nicolet Bankshares Inc","NIC","United States","3","Mid","Banking"
"Nice Ltd.","NICE","Israel","3","Large","Internet & Software"
"Nidec Corp.","NJDCY","Japan","2","Large","Electrical Equipment"
"New Jersey Resources Corp.","NJR","United States","3","Mid","Gas Utilities"
"NIKE Inc.","NKE","United States","3","Large","Apparel, Footwear & Accessories"
"Nikola Corp.","NKLA","United States","4","Mid","Autos- Manufacturing"
"National Bankshares Inc. (VA)","NKSH","United States","3","Small","Banking"
"Nektar Therapeutics","NKTR","United States","5","Small","Pharmaceuticals"
"Nkarta Inc.","NKTX","United States","5","Small","Biotechnology"
"NL Industries Inc.","NL","United States","4","Small","Electrical Equipment"
"Nautilus Group Inc.","NLS","United States","4","Small","Leisure Equipment"
"Netlist Inc.","NLST","United States","3","Small","Semiconductors"
"Annaly Capital Management Inc.","NLY","United States","3","Large","REITs"
"Navios Maritime Holdings Inc.","NM","","4","Small","Shipping"
"New Mountain Finance Corp","NMFC","United States","2","Mid","Holding and other Investment Offices"
"NMI Holdings Inc","NMIH","United States","1","Mid","General Insurance"
"Nomura Holdings Inc.","NMR","Japan","1","Large","Finance Intermediaries & Services"
"Nemaura Medical Inc.","NMRD","United States","3","Small","Medical Instruments & Equipment"
"Newmark Group Inc","NMRK","United States","3","Mid","Property, Real Estate & Development"
"NextNav Inc.","NN","United States","4","Small","Miscellaneous"
"NN Inc.","NNBR","United States","3","Small","Industrial Machinery & Equipment"
"Nelnet Inc.","NNI","United States","3","Mid","Credit & Lending"
"NNN REIT Inc.","NNN","United States","2","Large","REITs"
"Nano-X Imaging Ltd.","NNOX","Israel","3","Small","Medical Instruments & Equipment"
"Noah Holdings Ltd","NOAH","","1","Small","Wealth Management"
"Nobility Homes Inc.","NOBH","United States","2","Small","Builders"
"Northrop Grumman Corp.","NOC","United States","3","Large","Defense"
"NI Holdings Inc","NODK","United States","2","Small","General Insurance"
"Northern Oil and Gas Inc.","NOG","United States","3","Mid","Production & Extraction"
"Nokia Corp.","NOK","Finland","3","Large","Manufacturing"
"FiscalNote Holdings Inc.","NOTE","","3","Small","Miscellaneous"
"Inotiv Inc.","NOTV","United States","4","Small","Biotechnology"
"NOV Inc.","NOV","United States","3","Large","Equipment & Services"
"Sunnova Energy International Inc.","NOVA","United States","3","Mid","Electric Utilities"
"Novanta Inc.","NOVT","Canada","3","Large","Electronic Instruments & Related Products"
"ServiceNow Inc","NOW","United States","2","Large","Internet & Software"
"Neuropace Inc.","NPCE","United States","4","Small","Medical Instruments & Equipment"
"National Presto Industries Inc.","NPK","United States","3","Small","Defense"
"EnPro Industries Inc.","NPO","United States","3","Mid","Industrial Machinery & Equipment"
"Naspers Ltd.","NPSNY","South Africa","4","Large","Publishing"
"National Research Corp.","NRC","United States","3","Mid","Diagnostic & Health Related Services"
"Nordea Bank ABP","NRDBY","Sweden","1","Large","Banking"
"NerdWallet Inc.","NRDS","United States","4","Small","Credit & Lending"
"Nerdy Inc.","NRDY","United States","5","Small","Internet & Software"
"NexPoint Real Estate Finance Inc.","NREF","United States","3","Small","REITs"
"NRG Energy Inc.","NRG","United States","3","Large","Electric Utilities"
"Energy Vault Holdings Inc.","NRGV","United States","4","Small","Miscellaneous"
"Northrim BanCorp Inc.","NRIM","United States","3","Small","Banking"
"Nurix Therapeutics Inc.","NRIX","United States","3","Small","Biotechnology"
"Natural Resource Partners L.P.","NRP","United States","3","Small","Mining"
"NuStar Energy L.P.","NS","United States","3","Mid","Equipment & Services"
"National Storage Affiliates","NSA","United States","4","Mid","REITs"
"Nissan Motor Co., Ltd.","NSANY","Japan","1","Large","Autos- Manufacturing"
"Norfolk Southern Corp.","NSC","United States","4","Large","Rail"
"Insight Enterprises Inc.","NSIT","United States","3","Large","IT Services"
"Insperity Inc.","NSP","United States","3","Mid","Business Services"
"Nestle S.A.","NSRGY","Switzerland","3","Large","Food"
"Napco Security Technologies, Inc.","NSSC","United States","3","Small","Electronic Instruments & Related Products"
"NanoString Technologies Inc","NSTG","United States","3","Small","Biotechnology"
"Nortech Systems Inc.","NSYS","United States","3","Small","Electrical Equipment"
"Netapp, Inc.","NTAP","United States","3","Large","Computer Hardware & Equipment"
"Bank Of N.T. Butterfield & Son Limited","NTB","","2","Mid","Banking"
"NetScout Systems Inc.","NTCT","United States","3","Mid","Internet & Software"
"Nintendo Co., Ltd.","NTDOY","Japan","1","Large","Electronic Instruments & Related Products"
"Netease, Inc.","NTES","","2","Large","Internet & Software"
"Netgear Inc.","NTGR","United States","4","Small","Manufacturing"
"Northern Technologies International Corp.","NTIC","United States","3","Small","Specialty Chemicals"
"Intellia Therapeutics Inc","NTLA","United States","4","Mid","Biotechnology"
"Nutanix Inc","NTNX","United States","3","Large","Internet & Software"
"Nutrien Ltd.","NTR","Canada","4","Large","Agricultural Crop Production"
"Natera Inc","NTRA","United States","3","Large","Diagnostic & Health Related Services"
"Northern Trust Corp.","NTRS","United States","3","Large","Banking"
"NetSTREIT Corp.","NTST","United States","4","Mid","REITs"
"Nippon Telegraph & Telephone Corp.","NTTYY","Japan","2","Large","Services"
"Nu Holdings Ltd.","NU","","1","Large","Business Services"
"Nucor Corp.","NUE","United States","1","Large","Non-Precious Metals"
"NU Skin Enterprises Inc.","NUS","United States","3","Mid","Household & Personal Products"
"Nuvation Bio Inc.","NUVB","United States","4","Small","Biotechnology"
"Nuvalent Inc.","NUVL","United States","3","Mid","Biotechnology"
"Novavax Inc.","NVAX","United States","5","Small","Biotechnology"
"NovoCure Ltd","NVCR","","3","Mid","Medical Instruments & Equipment"
"Nuvectis Pharma, Inc.","NVCT","United States","4","Small","Biotechnology"
"NVIDIA Corp.","NVDA","United States","1","Large","Semiconductors"
"NVE Corp.","NVEC","United States","2","Small","Semiconductors"
"NV5 Global Inc.","NVEE","United States","3","Mid","Construction Services"
"Nova Ltd.","NVMI","Israel","3","Mid","Semiconductors"
"enVVeno Medical Corp.","NVNO","United States","5","Small","Medical Instruments & Equipment"
"Novo-Nordisk A/S","NVO","Denmark","3","Large","Pharmaceuticals"
"NVR Inc.","NVR","United States","1","Large","Builders"
"Enviri Corp.","NVRI","United States","3","Small","Business Services"
"Nevro Corp","NVRO","United States","4","Small","Medical Instruments & Equipment"
"Novartis AG Basel","NVS","Switzerland","1","Large","Pharmaceuticals"
"Envista Holdings Corp.","NVST","United States","3","Large","Medical Instruments & Equipment"
"nVent Electric Plc","NVT","Ireland","2","Large","Electrical Equipment"
"Invitae Corp","NVTA","United States","5","Small","Diagnostic & Health Related Services"
"Navitas Semiconductor Corp","NVTS","United States","4","Mid","Miscellaneous"
"Northwest Bancshares, Inc. (MD)","NWBI","United States","3","Mid","Banking"
"Northwestern Corp.","NWE","United States","3","Mid","Electric Utilities"
"Norwood Financial Corp.","NWFL","United States","2","Small","Banking"
"Natwest Group Plc","NWG","United Kingdom","2","Large","Banking"
"Newell Brands Inc.","NWL","United States","3","Mid","Miscellaneous Consumer Goods"
"National Western Life Group Inc.","NWLI","United States","3","Mid","Life & Health"
"Northwest Natural Holding Co.","NWN","United States","3","Mid","Gas Utilities"
"Northwest Pipe Co.","NWPX","United States","3","Small","Construction Services"
"News Corp.","NWSA","United States","3","Large","Publishing"
"Quanex Building Products Corp.","NX","United States","3","Small","Construction Materials"
"NexPoint Diversifed Real Estate Trust","NXDT","United States","4","Small","Holding and other Investment Offices"
"NextGen Healthcare Inc.","NXGN","United States","3","Mid","IT Services"
